From Date;To Date;Station;PM2.5;NO;NO2;NOx;CO;Ozone;RF;RF;RF;RF;TOT-RF;
25-08-2021 00:00;26-08-2021 00:00;vikas_sadan;46.68;5.19;29.88;17.47;0.64;8.98;0;0;0;0;0;
26-08-2021 00:00;27-08-2021 00:00;vikas_sadan;45.04;6.36;29.57;17.98;0.62;10.32;0;0;0;0;0;
27-08-2021 00:00;28-08-2021 00:00;vikas_sadan;49.75;9.07;28.28;19.57;0.6;10.52;0;0;0;0;0;
28-08-2021 00:00;29-08-2021 00:00;vikas_sadan;39.95;6.09;24.41;14.74;0.61;18.62;0;0;0;0;0;
29-08-2021 00:00;30-08-2021 00:00;vikas_sadan;51.06;58.47;48.85;51.07;0.66;13.98;0;0;0;0;0;
30-08-2021 00:00;31-08-2021 00:00;vikas_sadan;32.11;80.51;57.14;69.71;0.62;14.56;0;0;0;0;0;
31-08-2021 00:00;01-09-2021 00:00;vikas_sadan;20.04;78.3;68.15;73.61;0.74;7.08;0.1;0.1;0.1;0.1;9;
01-09-2021 00:00;02-09-2021 00:00;vikas_sadan;29.42;25.6;21.62;26.42;1.09;9.1;0.01;0.01;0.01;0.01;0.6;
02-09-2021 00:00;03-09-2021 00:00;vikas_sadan;30.16;44.09;39.02;43.2;0.79;14.4;0.02;0.02;0.02;0.02;2.2;
03-09-2021 00:00;04-09-2021 00:00;vikas_sadan;29.44;5.67;20.41;13.01;0.69;13.38;0;0;0;0;0.2;
04-09-2021 00:00;05-09-2021 00:00;vikas_sadan;28.98;12.01;10.31;12.12;0.76;9.83;0.02;0.02;0.02;0.02;1.9;
05-09-2021 00:00;06-09-2021 00:00;vikas_sadan;33.69;31;38.07;39.16;0.64;15.2;0;0;0;0;0.2;
06-09-2021 00:00;07-09-2021 00:00;vikas_sadan;50.6;11.51;47.86;32.05;0.77;13.81;0;0;0;0;0;
07-09-2021 00:00;08-09-2021 00:00;vikas_sadan;48.7;10.26;40.87;27.97;0.75;16.61;0;0;0;0;0;
08-09-2021 00:00;09-09-2021 00:00;vikas_sadan;32.69;2.16;23.71;13.66;0.49;16.36;0;0;0;0;0.2;
09-09-2021 00:00;10-09-2021 00:00;vikas_sadan;30.81;1.65;23.82;13.18;0.47;20.09;0.03;0.03;0.03;0.03;3.2;
10-09-2021 00:00;11-09-2021 00:00;vikas_sadan;30.65;1.94;21.98;12.36;0.45;19.1;0.12;0.12;0.12;0.12;11.4;
11-09-2021 00:00;12-09-2021 00:00;vikas_sadan;13.95;5.11;28.03;18.64;0.53;12.77;0.39;0.39;0.39;0.39;35.4;
12-09-2021 00:00;13-09-2021 00:00;vikas_sadan;21.03;3.13;26.43;15.75;0.68;11.99;0.02;0.02;0.02;0.02;0.8;
13-09-2021 00:00;14-09-2021 00:00;vikas_sadan;40.59;23.21;32.2;35.42;1.02;9.29;0.15;0.15;0.15;0.15;8.4;
14-09-2021 00:00;15-09-2021 00:00;vikas_sadan;28.26;9.69;34.96;25.78;0.71;14.39;0;0;0;0;0.2;
15-09-2021 00:00;16-09-2021 00:00;vikas_sadan;24.65;5.16;25.35;16.94;0.45;14.33;0;0;0;0;0;
16-09-2021 00:00;17-09-2021 00:00;vikas_sadan;26.19;9.72;29.77;23.27;0.57;8.61;0.08;0.08;0.08;0.08;5.4;
17-09-2021 00:00;18-09-2021 00:00;vikas_sadan;29.18;5.45;32.23;19.32;0.54;17.51;0;0;0;0;0;
18-09-2021 00:00;19-09-2021 00:00;vikas_sadan;30.96;3.23;16.24;10.06;0.75;18.32;0;0;0;0;0;
19-09-2021 00:00;20-09-2021 00:00;vikas_sadan;30.17;0.52;11.3;5.8;0.5;21.5;0;0;0;0;0;
20-09-2021 00:00;21-09-2021 00:00;vikas_sadan;31.01;2.74;17.37;9.78;0.63;13.86;0;0;0;0;0;
21-09-2021 00:00;22-09-2021 00:00;vikas_sadan;32.75;3.15;19.56;10.32;0.5;17.54;0;0;0;0;0;
22-09-2021 00:00;23-09-2021 00:00;vikas_sadan;32.92;3.35;21.09;11.32;0.68;12.1;0.08;0.08;0.08;0.08;5.4;
23-09-2021 00:00;24-09-2021 00:00;vikas_sadan;28.28;3.25;17.98;9.59;0.63;21.99;0;0;0;0;0;
24-09-2021 00:00;25-09-2021 00:00;vikas_sadan;33.58;7.08;22.79;15.1;0.81;22.41;0.01;0.01;0.01;0.01;0.4;
25-09-2021 00:00;26-09-2021 00:00;vikas_sadan;49.29;4.59;22.24;12.76;0.74;23.69;0;0;0;0;0;
26-09-2021 00:00;27-09-2021 00:00;vikas_sadan;38.11;1.91;14.41;6.65;0.51;24.94;0;0;0;0;0;
27-09-2021 00:00;28-09-2021 00:00;vikas_sadan;56.53;2.69;19.01;9.78;1.03;27.83;0;0;0;0;0.2;
28-09-2021 00:00;29-09-2021 00:00;vikas_sadan;50.97;6.15;24.35;15.26;0.72;21.68;0;0;0;0;0.2;
29-09-2021 00:00;30-09-2021 00:00;vikas_sadan;35.65;2.86;9.84;5.05;0.94;18.89;0.01;0.01;0.01;0.01;0.8;
30-09-2021 00:00;01-10-2021 00:00;vikas_sadan;35.6;9.27;18.88;14.96;0.4;14.51;0;0;0;0;0;
01-10-2021 00:00;02-10-2021 00:00;vikas_sadan;54.17;23.41;36.96;35.64;0.91;18.97;0;0;0;0;0;
02-10-2021 00:00;03-10-2021 00:00;vikas_sadan;46.11;4.26;19.82;11.43;0.58;25.59;0;0;0;0;0;
03-10-2021 00:00;04-10-2021 00:00;vikas_sadan;36.83;5.09;26.26;14.69;0.47;24.8;0;0;0;0;0;
04-10-2021 00:00;05-10-2021 00:00;vikas_sadan;40.63;16.73;36.56;30.12;0.65;23.24;0;0;0;0;0;
05-10-2021 00:00;06-10-2021 00:00;vikas_sadan;49.19;9.66;33.33;23.01;0.68;22.46;0;0;0;0;0;
06-10-2021 00:00;07-10-2021 00:00;vikas_sadan;45.49;2.34;18.86;9.24;0.56;29.02;0;0;0;0;0;
07-10-2021 00:00;08-10-2021 00:00;vikas_sadan;67.93;2.17;22.49;11.11;0.64;35.68;0;0;0;0;0;
08-10-2021 00:00;09-10-2021 00:00;vikas_sadan;86.99;19.91;50.31;39.87;0.96;29.26;0;0;0;0;0;
09-10-2021 00:00;10-10-2021 00:00;vikas_sadan;72.9;25.33;45.81;41.83;1.19;40.99;0;0;0;0;0;
10-10-2021 00:00;11-10-2021 00:00;vikas_sadan;89.33;80.12;64.82;95.63;1.46;24.74;0;0;0;0;0;
11-10-2021 00:00;12-10-2021 00:00;vikas_sadan;99.63;65.93;72.15;91.22;1.87;24.91;0;0;0;0;0;
12-10-2021 00:00;13-10-2021 00:00;vikas_sadan;79.88;67.07;72.32;90.82;1.31;28.63;0;0;0;0;0;
13-10-2021 00:00;14-10-2021 00:00;vikas_sadan;75.78;1.83;34.83;17.32;1.02;55.28;0;0;0;0;0;
14-10-2021 00:00;15-10-2021 00:00;vikas_sadan;76.4;4.39;36.43;25.19;0.59;61.86;0;0;0;0;0;
15-10-2021 00:00;16-10-2021 00:00;vikas_sadan;93.16;68.69;83;90.75;1.66;65.76;0;0;0;0;0;
16-10-2021 00:00;17-10-2021 00:00;vikas_sadan;144.85;31.28;87.85;67.78;1.56;54.41;0;0;0;0;0;
17-10-2021 00:00;18-10-2021 00:00;vikas_sadan;146.42;29.14;90.42;68.25;1.37;29.24;0;0;0;0;0;
18-10-2021 00:00;19-10-2021 00:00;vikas_sadan;21.61;6.23;37.48;22.21;1.05;28.89;0;0;0;0;0;
19-10-2021 00:00;20-10-2021 00:00;vikas_sadan;29.18;1.81;20.16;9.53;0.41;60.88;0;0;0;0;0;
20-10-2021 00:00;21-10-2021 00:00;vikas_sadan;87.7;7.8;46.14;28;0.67;0.51;0;0;0;0;0;
21-10-2021 00:00;22-10-2021 00:00;vikas_sadan;21.19;50.73;68.57;73.74;2.29;45.98;0;0;0;0;0;
22-10-2021 00:00;23-10-2021 00:00;vikas_sadan;28.9;52.68;65.25;74.27;2.32;29.03;0;0;0;0;0;
23-10-2021 00:00;24-10-2021 00:00;vikas_sadan;30.4;39.51;64.24;62.05;2.19;25.29;0;0;0;0;0;
24-10-2021 00:00;25-10-2021 00:00;vikas_sadan;27.97;11.51;46.1;30.94;2.25;35.1;0;0;0;0;0;
25-10-2021 00:00;26-10-2021 00:00;vikas_sadan;23.71;6.37;34.61;20.3;2.18;35.02;0;0;0;0;0;
26-10-2021 00:00;27-10-2021 00:00;vikas_sadan;19.68;36.34;52.38;54.09;2.26;17.76;0;0;0;0;0;
27-10-2021 00:00;28-10-2021 00:00;vikas_sadan;22.43;37.03;57.55;57.35;2.28;18.33;0;0;0;0;0;
28-10-2021 00:00;29-10-2021 00:00;vikas_sadan;67.14;34.39;60.01;56.58;2.33;27.65;0;0;0;0;0;
29-10-2021 00:00;30-10-2021 00:00;vikas_sadan;127.58;36.38;74.77;65.28;2.32;60.22;0;0;0;0;0;
30-10-2021 00:00;31-10-2021 00:00;vikas_sadan;126.56;24.06;58.78;47.2;1.25;31.8;0;0;0;0;0;
31-10-2021 00:00;01-11-2021 00:00;vikas_sadan;127.42;60.34;57.98;75.66;1.38;55.5;0;0;0;0;0;
01-11-2021 00:00;02-11-2021 00:00;vikas_sadan;128.95;49.85;66.08;71.51;1.14;41.71;0;0;0;0;0;
02-11-2021 00:00;03-11-2021 00:00;vikas_sadan;134.42;8.05;68.32;39.24;1.12;35.32;0;0;0;0;0;
03-11-2021 00:00;04-11-2021 00:00;vikas_sadan;138.39;19.36;68.31;48.09;1.26;40.78;0;0;0;0;0;
04-11-2021 00:00;05-11-2021 00:00;vikas_sadan;334.14;13.54;45.89;31.97;1.51;44.22;0;0;0;0;0;
05-11-2021 00:00;06-11-2021 00:00;vikas_sadan;391.64;21.77;37.76;30.29;1.37;33.97;0;0;0;0;0;
06-11-2021 00:00;07-11-2021 00:00;vikas_sadan;315.02;12.07;46.06;34.45;1.23;38.99;0;0;0;0;0;
07-11-2021 00:00;08-11-2021 00:00;vikas_sadan;240.17;24.35;54.05;48.37;1.41;38.52;0;0;0;0;0;
08-11-2021 00:00;09-11-2021 00:00;vikas_sadan;221.15;34.7;61.22;60.41;1.49;37.57;0;0;0;0;0;
09-11-2021 00:00;10-11-2021 00:00;vikas_sadan;211.82;36.56;56.95;59.67;1.36;41.04;0;0;0;0;0;
10-11-2021 00:00;11-11-2021 00:00;vikas_sadan;198.16;43.25;64.48;68.96;1.42;35.24;0;0;0;0;0;
11-11-2021 00:00;12-11-2021 00:00;vikas_sadan;267.63;104.89;81.02;126.93;3.17;12.96;0;0;0;0;0;
12-11-2021 00:00;13-11-2021 00:00;vikas_sadan;375.63;90.12;75.14;110.82;2.56;17.43;0;0;0;0;0;
13-11-2021 00:00;14-11-2021 00:00;vikas_sadan;254.5;79.14;67.51;99.26;1.75;33;0;0;0;0;0;
14-11-2021 00:00;15-11-2021 00:00;vikas_sadan;154.48;90.95;71.29;110.68;1.48;28.71;0;0;0;0;0;
15-11-2021 00:00;16-11-2021 00:00;vikas_sadan;193.12;63.03;68.68;87.9;1.78;41.84;0;0;0;0;0;
16-11-2021 00:00;17-11-2021 00:00;vikas_sadan;198.59;55.54;68.67;80.99;1.55;31.07;0;0;0;0;0;
17-11-2021 00:00;18-11-2021 00:00;vikas_sadan;162.54;82.94;91.53;113.38;1.68;41.63;0;0;0;0;0;
18-11-2021 00:00;19-11-2021 00:00;vikas_sadan;198.66;108.91;111.33;146.43;2.16;41.75;0;0;0;0;0;
19-11-2021 00:00;20-11-2021 00:00;vikas_sadan;200.18;62.42;90.73;92.67;1.53;40.87;0;0;0;0;0;
20-11-2021 00:00;21-11-2021 00:00;vikas_sadan;207.4;57.55;93.16;90.04;1.54;41.94;0;0;0;0;0;
21-11-2021 00:00;22-11-2021 00:00;vikas_sadan;193.32;32.52;62.33;53.9;1.05;53.31;0;0;0;0;0;
22-11-2021 00:00;23-11-2021 00:00;vikas_sadan;146.97;4.86;35.6;17.75;0.88;53.25;0;0;0;0;0;
23-11-2021 00:00;24-11-2021 00:00;vikas_sadan;114.6;9.22;63.59;35.9;0.86;29.71;0;0;0;0;0;
24-11-2021 00:00;25-11-2021 00:00;vikas_sadan;136.37;30.11;85.65;64.16;1.34;38.66;0;0;0;0;0;
25-11-2021 00:00;26-11-2021 00:00;vikas_sadan;190.33;149.5;112.86;173.92;1.8;37.24;0;0;0;0;0;
26-11-2021 00:00;27-11-2021 00:00;vikas_sadan;235.37;184.25;131.04;211.24;2.55;33.56;0;0;0;0;0;
27-11-2021 00:00;28-11-2021 00:00;vikas_sadan;237.23;146.91;96.89;163.49;2.16;25.83;0;0;0;0;0;
28-11-2021 00:00;29-11-2021 00:00;vikas_sadan;199.99;87.54;72.13;103.02;1.85;33.5;0;0;0;0;0;
29-11-2021 00:00;30-11-2021 00:00;vikas_sadan;196.06;62.12;65.21;79.06;1.35;31.38;0;0;0;0;0;
30-11-2021 00:00;01-12-2021 00:00;vikas_sadan;142.97;11.83;44.31;27.89;0.92;52.2;0;0;0;0;0;
01-12-2021 00:00;02-12-2021 00:00;vikas_sadan;176.3;41.48;82.51;73.02;1.52;35.34;0;0;0;0;0;
02-12-2021 00:00;03-12-2021 00:00;vikas_sadan;212.43;23.46;60.19;45.51;1.26;26.65;0;0;0;0;0;
03-12-2021 00:00;04-12-2021 00:00;vikas_sadan;137.57;22.1;49.52;38.83;1.22;22.19;0;0;0;0;0;
04-12-2021 00:00;05-12-2021 00:00;vikas_sadan;189.04;72.76;48.34;78.76;1.62;38.69;0;0;0;0;0;
05-12-2021 00:00;06-12-2021 00:00;vikas_sadan;145.94;14.11;11.65;12.01;1.62;27.39;0;0;0;0;0;
06-12-2021 00:00;07-12-2021 00:00;vikas_sadan;128.35;26.88;55.62;45.85;1.25;26.25;0;0;0;0;0;
07-12-2021 00:00;08-12-2021 00:00;vikas_sadan;104.81;17.61;41.03;30.65;0.94;23.82;0;0;0;0;0;
08-12-2021 00:00;09-12-2021 00:00;vikas_sadan;88.82;38.58;56.06;51.66;1.1;31.9;0;0;0;0;0;
09-12-2021 00:00;10-12-2021 00:00;vikas_sadan;124.86;63.17;84.14;85.34;1.44;43.7;0;0;0;0;0;
10-12-2021 00:00;11-12-2021 00:00;vikas_sadan;126.93;49.11;64.11;63.61;1.09;43.24;0;0;0;0;0;
11-12-2021 00:00;12-12-2021 00:00;vikas_sadan;92.92;60.87;73.79;77.9;2.19;42.23;0;0;0;0;0;
12-12-2021 00:00;13-12-2021 00:00;vikas_sadan;124.32;133.26;87.22;143.04;2.69;36.96;0;0;0;0;0;
13-12-2021 00:00;14-12-2021 00:00;vikas_sadan;174.9;248.76;83.48;248.13;3.46;44.95;0;0;0;0;0;
14-12-2021 00:00;15-12-2021 00:00;vikas_sadan;200.45;153.56;78.38;154.65;3.24;42.01;0;0;0;0;0;
15-12-2021 00:00;16-12-2021 00:00;vikas_sadan;200.38;106.96;75.85;112.07;3.03;40.36;0;0;0;0;0;
16-12-2021 00:00;17-12-2021 00:00;vikas_sadan;204.13;56.3;82.67;79.09;2.62;37.17;0;0;0;0;0;
17-12-2021 00:00;18-12-2021 00:00;vikas_sadan;147.05;6.54;40.32;17.11;1.91;35.03;0;0;0;0;0;
18-12-2021 00:00;19-12-2021 00:00;vikas_sadan;129.83;6.23;33.28;13.14;1.97;73.18;0;0;0;0;0;
19-12-2021 00:00;20-12-2021 00:00;vikas_sadan;96.55;6.53;37.73;15.74;1.79;37.33;0;0;0;0;0;
20-12-2021 00:00;21-12-2021 00:00;vikas_sadan;151.67;91.47;69.82;101.86;2.35;41.06;0.02;0.02;0.02;0.02;1;
21-12-2021 00:00;22-12-2021 00:00;vikas_sadan;290.04;207.8;95.63;249.1;3.32;23.09;0;0;0;0;0;
22-12-2021 00:00;23-12-2021 00:00;vikas_sadan;314.43;344.84;107.72;357.33;3.6;10.88;0;0;0;0;0;
23-12-2021 00:00;24-12-2021 00:00;vikas_sadan;184.07;64.58;82.98;87.11;1.81;34.2;0;0;0;0;0;
24-12-2021 00:00;25-12-2021 00:00;vikas_sadan;159.05;38.75;55.78;52.2;1.4;9.09;0;0;0;0;0;
25-12-2021 00:00;26-12-2021 00:00;vikas_sadan;237.96;100.72;98.16;123.97;2.27;24.09;0;0;0;0;0;
26-12-2021 00:00;27-12-2021 00:00;vikas_sadan;195.23;72.28;61.49;81.9;1.79;43.44;0.06;0.06;0.06;0.06;3.8;
27-12-2021 00:00;28-12-2021 00:00;vikas_sadan;120.47;89.6;64.9;97.66;2.08;22.95;0;0;0;0;0;
28-12-2021 00:00;29-12-2021 00:00;vikas_sadan;123.1;88.94;67.65;98.57;1.6;14.74;0.02;0.02;0.02;0.02;1.2;
29-12-2021 00:00;30-12-2021 00:00;vikas_sadan;123.77;69.03;48.25;72.49;1.27;16.44;0;0;0;0;0;
30-12-2021 00:00;31-12-2021 00:00;vikas_sadan;179.59;151;62.86;145.71;1.5;51.48;0;0;0;0;0;
31-12-2021 00:00;01-01-2022 00:00;vikas_sadan;204.82;121.27;68.98;125.13;1.73;32.64;0;0;0;0;0;
01-01-2022 00:00;02-01-2022 00:00;vikas_sadan;218.89;109.75;60.17;111.37;1.69;56.62;0;0;0;0;0.2;
02-01-2022 00:00;03-01-2022 00:00;vikas_sadan;244.2;90.37;55.97;93.6;1.61;33.64;0;0;0;0;0;
03-01-2022 00:00;04-01-2022 00:00;vikas_sadan;210.83;79;58.39;85.77;1.33;26.46;0;0;0;0;0;
04-01-2022 00:00;05-01-2022 00:00;vikas_sadan;189.61;165.98;90.44;168.92;2.4;23.88;0;0;0;0;0;
05-01-2022 00:00;06-01-2022 00:00;vikas_sadan;194.91;159.01;77.68;161.42;2.1;54.51;0.07;0.07;0.07;0.07;4.8;
06-01-2022 00:00;07-01-2022 00:00;vikas_sadan;84.72;17.94;38;24.96;1.31;25.59;0;0;0;0;0.2;
07-01-2022 00:00;08-01-2022 00:00;vikas_sadan;68.96;14.68;23.33;15.27;0.91;23.97;0;0;0;0;0;
08-01-2022 00:00;09-01-2022 00:00;vikas_sadan;50.49;11.02;20.22;10.84;0.75;26.97;0.04;0.04;0.04;0.04;1.4;
09-01-2022 00:00;10-01-2022 00:00;vikas_sadan;35.18;13.15;14.38;9.79;0.89;29.5;0.02;0.02;0.02;0.02;1.6;
10-01-2022 00:00;11-01-2022 00:00;vikas_sadan;53.96;10.86;5.28;3.5;0.81;31.75;0;0;0;0;0;
11-01-2022 00:00;12-01-2022 00:00;vikas_sadan;0;0;0;0;0;0;0;0;0;0;0;
12-01-2022 00:00;13-01-2022 00:00;vikas_sadan;68.39;10.05;0.45;0.28;0.91;16.95;0;0;0;0;0;
13-01-2022 00:00;14-01-2022 00:00;vikas_sadan;204.73;11.85;1.16;2.02;2.19;19.8;0;0;0;0;0;
14-01-2022 00:00;15-01-2022 00:00;vikas_sadan;207.82;59.65;51.86;46.65;1.73;18.83;0;0;0;0;0.2;
15-01-2022 00:00;16-01-2022 00:00;vikas_sadan;99.13;103.71;209.61;85.98;0.71;19.1;0;0;0;0;0;
16-01-2022 00:00;17-01-2022 00:00;vikas_sadan;194.78;9.99;0.01;0;1.72;18.69;0;0;0;0;0;
17-01-2022 00:00;18-01-2022 00:00;vikas_sadan;119.99;9.63;25.83;5.52;1.1;22.41;0;0;0;0;0;
18-01-2022 00:00;19-01-2022 00:00;vikas_sadan;135.2;9.31;25.21;9.4;0.8;15.23;0;0;0;0;0;
19-01-2022 00:00;20-01-2022 00:00;vikas_sadan;208.48;9.6;25.65;9.99;1.63;22.68;0;0;0;0;0;
20-01-2022 00:00;21-01-2022 00:00;vikas_sadan;168.59;9.58;25.53;9.86;1.13;18.09;0;0;0;0;0;
21-01-2022 00:00;22-01-2022 00:00;vikas_sadan;148.01;9.55;25.59;9.99;1.18;15.78;0;0;0;0;0;
22-01-2022 00:00;23-01-2022 00:00;vikas_sadan;110.63;9.55;25.57;9.84;0.73;23.17;0.27;0.27;0.27;0.27;22.2;
23-01-2022 00:00;24-01-2022 00:00;vikas_sadan;75.06;9.61;25.62;9.88;0.64;19.91;0.1;0.1;0.1;0.1;7.8;
24-01-2022 00:00;25-01-2022 00:00;vikas_sadan;60.16;9.62;25.59;9.86;0.75;28.16;0;0;0;0;0;
25-01-2022 00:00;26-01-2022 00:00;vikas_sadan;108.41;9.38;25.27;9.84;1.09;65.38;0;0;0;0;0;
26-01-2022 00:00;27-01-2022 00:00;vikas_sadan;103.23;9.6;25.59;9.93;0.83;83.68;0;0;0;0;0;
27-01-2022 00:00;28-01-2022 00:00;vikas_sadan;80.67;9.6;25.54;9.86;0.62;47.2;0;0;0;0;0.2;
28-01-2022 00:00;29-01-2022 00:00;vikas_sadan;80.78;9.54;31.77;16.06;1.47;45.99;0;0;0;0;0;
29-01-2022 00:00;30-01-2022 00:00;vikas_sadan;141.53;9.58;35.51;19.79;2.38;44.04;0;0;0;0;0;
30-01-2022 00:00;31-01-2022 00:00;vikas_sadan;117.95;9.71;35.44;19.75;1.49;46.45;0;0;0;0;0;
31-01-2022 00:00;01-02-2022 00:00;vikas_sadan;154.33;9.56;35.59;19.98;8;29.89;0;0;0;0;0;
01-02-2022 00:00;02-02-2022 00:00;vikas_sadan;132.78;9.62;35.53;19.74;8.01;20.75;0;0;0;0;0.2;
02-02-2022 00:00;03-02-2022 00:00;vikas_sadan;130.92;9.55;35.52;19.92;7.86;59.87;0;0;0;0;0;
03-02-2022 00:00;04-02-2022 00:00;vikas_sadan;141.01;9.6;35.47;19.74;4.83;53.4;0.01;0.01;0.01;0.01;1;
04-02-2022 00:00;05-02-2022 00:00;vikas_sadan;47.4;9.54;35.5;19.82;1.85;51.94;0;0;0;0;0;
05-02-2022 00:00;06-02-2022 00:00;vikas_sadan;103.14;9.57;35.41;19.81;2.6;20.79;0;0;0;0;0.2;
06-02-2022 00:00;07-02-2022 00:00;vikas_sadan;124.77;9.59;35.5;19.9;2.45;37.09;0;0;0;0;0;
07-02-2022 00:00;08-02-2022 00:00;vikas_sadan;105.53;9.53;35.53;19.8;1.97;20.2;0;0;0;0;0;
08-02-2022 00:00;09-02-2022 00:00;vikas_sadan;115.23;9.61;35.53;20.06;1.4;34.58;0;0;0;0;0;
09-02-2022 00:00;10-02-2022 00:00;vikas_sadan;85.28;9.57;35.47;19.88;0.99;24.14;0.1;0.1;0.1;0.1;9.4;
10-02-2022 00:00;11-02-2022 00:00;vikas_sadan;60.91;9.61;35.53;19.81;0.82;31.4;0;0;0;0;0;
11-02-2022 00:00;12-02-2022 00:00;vikas_sadan;65.31;9.64;35.51;19.81;0.73;25.59;0;0;0;0;0;
12-02-2022 00:00;13-02-2022 00:00;vikas_sadan;67.23;9.56;35.6;19.74;1.06;22.07;0;0;0;0;0;
13-02-2022 00:00;14-02-2022 00:00;vikas_sadan;110.46;9.59;35.47;19.8;1.22;22.91;0;0;0;0;0;
14-02-2022 00:00;15-02-2022 00:00;vikas_sadan;81.82;9.54;35.54;19.77;1.5;31.71;0;0;0;0;0;
15-02-2022 00:00;16-02-2022 00:00;vikas_sadan;92.2;9.56;35.56;19.73;2.28;59.45;0;0;0;0;0;
16-02-2022 00:00;17-02-2022 00:00;vikas_sadan;131.15;9.55;35.54;19.81;2.23;67.76;0;0;0;0;0;
17-02-2022 00:00;18-02-2022 00:00;vikas_sadan;114.48;9.54;35.49;19.84;2.22;72.2;0;0;0;0;0;
18-02-2022 00:00;19-02-2022 00:00;vikas_sadan;130.47;9.53;35.41;19.78;2.27;81.36;0;0;0;0;0;
19-02-2022 00:00;20-02-2022 00:00;vikas_sadan;67.08;9.53;35.51;19.77;1.48;98.56;0;0;0;0;0;
20-02-2022 00:00;21-02-2022 00:00;vikas_sadan;71.29;9.57;35.58;19.81;1.5;102.28;0;0;0;0;0;
21-02-2022 00:00;22-02-2022 00:00;vikas_sadan;74.5;9.6;35.52;19.76;2.42;78.63;0;0;0;0;0;
22-02-2022 00:00;23-02-2022 00:00;vikas_sadan;86.67;9.57;35.55;21.39;1.97;54.52;0;0;0;0;0;
23-02-2022 00:00;24-02-2022 00:00;vikas_sadan;106.08;9.67;35.54;24.55;1.14;10.2;0;0;0;0;0;
24-02-2022 00:00;25-02-2022 00:00;vikas_sadan;126.38;9.66;35.56;24.6;1.32;32.48;0;0;0;0;0;
25-02-2022 00:00;26-02-2022 00:00;vikas_sadan;119.45;9.67;35.45;24.98;0.98;25.92;0.02;0.02;0.02;0.02;1.6;
26-02-2022 00:00;27-02-2022 00:00;vikas_sadan;28.25;9.65;35.47;24.75;0.54;15.6;0;0;0;0;0;
27-02-2022 00:00;28-02-2022 00:00;vikas_sadan;37.9;9.94;35.5;24.29;0.91;23.62;0.16;0.16;0.16;0.16;7;
28-02-2022 00:00;01-03-2022 00:00;vikas_sadan;67.83;9.68;35.54;24.89;1.51;31.66;0;0;0;0;0;
01-03-2022 00:00;02-03-2022 00:00;vikas_sadan;51.19;9.71;35.52;24.84;2.18;16.2;0;0;0;0;0;
02-03-2022 00:00;03-03-2022 00:00;vikas_sadan;82.31;9.72;35.52;24.75;0.72;24.35;0;0;0;0;0;
03-03-2022 00:00;04-03-2022 00:00;vikas_sadan;72.56;9.6;35.5;24.51;0.44;30.7;0;0;0;0;0;
04-03-2022 00:00;05-03-2022 00:00;vikas_sadan;72.37;9.72;35.54;24.77;0.84;61.5;0;0;0;0;0;
05-03-2022 00:00;06-03-2022 00:00;vikas_sadan;52.46;9.56;35.35;25.26;0.63;60.86;0;0;0;0;0;
06-03-2022 00:00;07-03-2022 00:00;vikas_sadan;70.17;9.55;35.38;24.9;0.91;56.76;0;0;0;0;0;
07-03-2022 00:00;08-03-2022 00:00;vikas_sadan;102.02;9.5;35.41;24.9;1.39;44.15;0;0;0;0;0;
08-03-2022 00:00;09-03-2022 00:00;vikas_sadan;107.63;9.55;35.36;24.94;1.28;53.01;0;0;0;0;0;
09-03-2022 00:00;10-03-2022 00:00;vikas_sadan;73;9.53;35.36;25.13;0.95;53.67;0;0;0;0;0;
10-03-2022 00:00;11-03-2022 00:00;vikas_sadan;69.79;9.57;35.3;25.29;1.02;55.61;0;0;0;0;0;
11-03-2022 00:00;12-03-2022 00:00;vikas_sadan;70.91;9.55;35.62;24.96;0.86;48.95;0;0;0;0;0;
12-03-2022 00:00;13-03-2022 00:00;vikas_sadan;60.48;9.56;35.4;24.9;0.97;61.32;0;0;0;0;0;
13-03-2022 00:00;14-03-2022 00:00;vikas_sadan;87.32;9.56;35.34;25.04;1.24;52.49;0;0;0;0;0;
14-03-2022 00:00;15-03-2022 00:00;vikas_sadan;113.07;9.48;35.32;25.19;1.9;60.54;0;0;0;0;0;
15-03-2022 00:00;16-03-2022 00:00;vikas_sadan;111.79;9.55;35.37;25.01;1.55;0;0;0;0;0;0;
16-03-2022 00:00;17-03-2022 00:00;vikas_sadan;87.27;9.28;35.39;23.81;0.92;44.89;0;0;0;0;0;
17-03-2022 00:00;18-03-2022 00:00;vikas_sadan;87.45;9.6;35.41;24.97;1.08;41.14;0;0;0;0;0;
18-03-2022 00:00;19-03-2022 00:00;vikas_sadan;119.71;9.56;35.36;24.78;1.15;39.85;0;0;0;0;0;
19-03-2022 00:00;20-03-2022 00:00;vikas_sadan;96.38;9.46;35.26;24.84;1.07;40.11;0;0;0;0;0;
20-03-2022 00:00;21-03-2022 00:00;vikas_sadan;88.84;9.49;35.33;24.77;1.31;40.21;0;0;0;0;0;
21-03-2022 00:00;22-03-2022 00:00;vikas_sadan;130.43;9.48;35.44;24.97;1.21;43.65;0;0;0;0;0;
22-03-2022 00:00;23-03-2022 00:00;vikas_sadan;93.05;8.41;26.11;23.59;0.67;32.76;0;0;0;0;0;
23-03-2022 00:00;24-03-2022 00:00;vikas_sadan;0;0;0;0;0;0;0;0;0;0;0;
